"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"HDFC","Housing Development Finance Corporation Limited","7(2)","RANGAN SRINIVASA V","Director","Equity Shares","572475","0.03",,"5000","13865250","Sell","Equity Shares","567475","0.03","09-Feb-2021","09-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1091104_406323_11022021054352_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","GUPTA DIPTA BHANU","Employees/Designated Employees","Equity Shares","224680","0.01",,"1913","5312401","Sell","Equity Shares","222767","0.01","10-Feb-2021","10-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1091104_406323_11022021054352_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SUJIR UDAYANAND","Other","Equity Shares","207319","0.01",,"1600","4416000","Sell","Equity Shares","205719","0.01","10-Feb-2021","10-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1091104_406323_11022021054352_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","GANGULI M","Employees/Designated Employees","Equity Shares","924063","0.05",,"100000","277009000","Sell","Equity Shares","824063","0.05","10-Feb-2021","10-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1091104_406323_11022021054352_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SANKARANARAYAN R","Employees/Designated Employees","Equity Shares","136800","0.01",,"1000","2775000","Sell","Equity Shares","135800","0.01","10-Feb-2021","10-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1091104_406323_11022021054352_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PRAVEEN R SIKCHI","Employees/Designated Employees","Equity Shares","41854","0",,"3000","8262510","Sell","Equity Shares","38854","0","10-Feb-2021","10-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1091104_406323_11022021054352_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SALUNKE SUBODH","Employees/Designated Employees","Equity Shares","219580","0.01",,"2000","5550040","Sell","Equity Shares","217580","0.01","10-Feb-2021","10-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1091104_406323_11022021054352_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","MISTRY K M","Director","Equity Shares","750000","0.04",,"10000","27749000","Sell","Equity Shares","740000","0.04","10-Feb-2021","10-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1091104_406323_11022021054352_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PARKHI VINAYAK P","Employees/Designated Employees","Equity Shares","39590","0",,"3000","8310000","Sell","Equity Shares","36590","0","10-Feb-2021","10-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1091104_406323_11022021054352_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","DALAL NAREN DEVIDAS","Employees/Designated Employees","Equity Shares","7750","0",,"2000","5552000","Sell","Equity Shares","5750","0","10-Feb-2021","10-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1091104_406323_11022021054352_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","TEWARI MANISH","Employees/Designated Employees","Equity Shares","9201","0",,"4205","11551135","Pledge Revoke","Equity Shares","9201","0","09-Feb-2021","09-Feb-2021","10-Feb-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","11-Feb-2021 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1091104_406323_11022021054352_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","TEWARI MANISH","Employees/Designated Employees","Equity Shares","9201","0",,"3200","8790400","Pledge Revoke","Equity Shares","9201","0","09-Feb-2021","09-Feb-2021","10-Feb-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","11-Feb-2021 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1091104_406323_11022021054352_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SUDHIR KUMAR JHA","Employees/Designated Employees","Equity Shares","2625","0",,"2000","5528560","Sell","Equity Shares","625","0","09-Feb-2021","09-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1091104_406323_11022021054352_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Kirit Amratlal Nagda","Employees/Designated Employees","Equity Shares","104400","0.01",,"1200","3496800","Sell","Equity Shares","103200","0.01","09-Feb-2021","09-Feb-2021","10-Feb-2021","Gift","-","-","0","0","0","0","NA","-","11-Feb-2021 17:38","https://archives.nseindia.com/corporate/xbrl/IT_1091102_406300_11022021053840_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Kirit Amratlal Nagda","Employees/Designated Employees","Equity Shares","104600","0.01",,"200","598000","Sell","Equity Shares","104400","0.01","08-Feb-2021","08-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 17:38","https://archives.nseindia.com/corporate/xbrl/IT_1091102_406300_11022021053840_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","Siddeshwari Tradex Private Limited","Promoter Group","Equity Shares","7024580","0.29",,"77526180","0","Buy","Equity Shares","84550760","3.5","10-Feb-2021","10-Feb-2021","10-Feb-2021","Off Market","-","-","0","0","0","0","NA","-","11-Feb-2021 17:28","https://archives.nseindia.com/corporate/xbrl/IT_1091099_406264_11022021052810_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","Siddeshwari Tradex Private Limited","Promoter Group","Equity Shares","84550760","3.5",,"55615367","0","Pledge","Equity Shares","84550760","3.5","10-Feb-2021","10-Feb-2021","10-Feb-2021","Pledge Creation","-","-","0","0","0","0","NA","-","11-Feb-2021 17:28","https://archives.nseindia.com/corporate/xbrl/IT_1091099_406264_11022021052810_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","Vividh Finvest Private Limited (Formerly Vividh Consultancy & Advisory Services Private Limited)","Promoter Group","Equity Shares","143370690","5.93",,"4055000","1693570750","Pledge","Equity Shares","143370690","5.93","08-Feb-2021","08-Feb-2021","10-Feb-2021","Pledge Creation","-","-","0","0","0","0","NA","-","11-Feb-2021 17:28","https://archives.nseindia.com/corporate/xbrl/IT_1091099_406264_11022021052810_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","Sahyog Holdings Private Limited","Promoter Group","Equity Shares","112067860","4.64",,"4055000","1630921000","Pledge","Equity Shares","112067860","4.64","05-Feb-2021","05-Feb-2021","09-Feb-2021","Pledge Creation","-","-","0","0","0","0","NA","-","11-Feb-2021 17:28","https://archives.nseindia.com/corporate/xbrl/IT_1091099_406264_11022021052810_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ? ESOP Plan 2016 A/c","Other","Equity Shares","11971079","0.5",,"12000","4891177","Sell","Equity Shares","11959079","0.5","10-Feb-2021","10-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 17:28","https://archives.nseindia.com/corporate/xbrl/IT_1091099_406264_11022021052810_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ? ESOP Plan 2016 A/c","Other","Equity Shares","11993694","0.5",,"22615","9244056","Sell","Equity Shares","11971079","0.5","09-Feb-2021","09-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 17:28","https://archives.nseindia.com/corporate/xbrl/IT_1091099_406264_11022021052810_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ? ESOP Plan 2016 A/cSahyog Holdings Private Limited","Other","Equity Shares","12025544","0.5",,"31850","13300142","Sell","Equity Shares","11993694","0.5","08-Feb-2021","08-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 17:28","https://archives.nseindia.com/corporate/xbrl/IT_1091099_406264_11022021052810_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Dr. Reddy's Employees ESOS Trust","Other","Equity Shares","495954","0.3",,"10000","47920000","Buy","Equity Shares","505954","0.3","10-Feb-2021","10-Feb-2021","11-Feb-2021","Market Purchase","-","-","0","0","0","0","NSE","-","11-Feb-2021 17:19","https://archives.nseindia.com/corporate/xbrl/IT_1091097_406228_11022021051904_WEB.xml"
"JSWENERGY","JSW Energy Limited","7(2)","Siddeshwari Tradex Private Limited","Promoter Group","Equity Shares","Nil","0",,"230932433","0","Buy","Equity Shares","230932433","14.06","10-Feb-2021","10-Feb-2021","10-Feb-2021","Off Market","-","-","0","0","0","0","NA","-","11-Feb-2021 17:11","https://archives.nseindia.com/corporate/xbrl/IT_1091094_406207_11022021051137_WEB.xml"
"MINDAIND","Minda Industries Limited","7(2)","POOTHAMPILLIL MURALIDHARAN MENON","Employees/Designated Employees","Equity Shares","60045","0.02",,"4000","2337600","Sell","Equity Shares","56045","0.02","09-Feb-2021","09-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","BSE","-","11-Feb-2021 17:11","https://archives.nseindia.com/corporate/xbrl/IT_1091093_406203_11022021051109_WEB.xml"
"MINDAIND","Minda Industries Limited","7(2)","POOTHAMPILLIL MURALIDHARAN MENON","Employees/Designated Employees","Equity Shares","56045","0.02",,"3200","1844032","Sell","Equity Shares","52845","0.02","10-Feb-2021","10-Feb-2021","11-Feb-2021","Market Sale","-","-","0","0","0","0","BSE","-","11-Feb-2021 17:11","https://archives.nseindia.com/corporate/xbrl/IT_1091093_406203_11022021051109_WEB.xml"
"INFY","Infosys Limited","7(2)","Infosys Employee Benefits Trust","Other","Equity Shares","16237939","0.38",,"72430","93724420","Sell","Equity Shares","16165509","0.38","10-Feb-2021","10-Feb-2021","11-Feb-2021","Off Market","-","-","0","0","0","0","NA","-","11-Feb-2021 17:01","https://archives.nseindia.com/corporate/xbrl/IT_1091090_406170_11022021050107_WEB.xml"
"INFY","Infosys Limited","7(2)","Deepak Padaki","Employees/Designated Employees","Equity Shares","225350","0",,"5000","6500000","Sell","Equity Shares","220350","0","08-Feb-2021","08-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 17:01","https://archives.nseindia.com/corporate/xbrl/IT_1091090_406170_11022021050107_WEB.xml"
"NIITLTD","NIIT Limited","7(2)","Abhas Kumar","Employees/Designated Employees","Equity Shares","11723","0.01",,"19998","1542845","Buy","Equity Shares","31721","0.02","09-Feb-2021","09-Feb-2021","11-Feb-2021","ESOP","-","-","0","0","0","0","NA","-","11-Feb-2021 16:52","https://archives.nseindia.com/corporate/xbrl/IT_1091087_406148_11022021045227_WEB.xml"
"NIITLTD","NIIT Limited","7(2)","Arjun Shankar Krishnan","Employees/Designated Employees","Equity Shares","86400","0.06",,"26566","1268145","Buy","Equity Shares","112966","0.08","09-Feb-2021","09-Feb-2021","11-Feb-2021","ESOP","-","-","0","0","0","0","NA","-","11-Feb-2021 16:52","https://archives.nseindia.com/corporate/xbrl/IT_1091087_406148_11022021045227_WEB.xml"
"NIITLTD","NIIT Limited","7(2)","John T Rowley","Employees/Designated Employees","Equity Shares","Nil","0",,"33332","2238213","Buy","Equity Shares","33332","0.02","09-Feb-2021","09-Feb-2021","11-Feb-2021","ESOP","-","-","0","0","0","0","NA","-","11-Feb-2021 16:52","https://archives.nseindia.com/corporate/xbrl/IT_1091087_406148_11022021045227_WEB.xml"
"NIITLTD","NIIT Limited","7(2)","RAJAN VENKATARAMAN","Employees/Designated Employees","Equity Shares","1332","0",,"135346","5630393","Buy","Equity Shares","136678","0.1","09-Feb-2021","09-Feb-2021","10-Feb-2021","ESOP","-","-","0","0","0","0","NA","-","11-Feb-2021 16:52","https://archives.nseindia.com/corporate/xbrl/IT_1091087_406148_11022021045227_WEB.xml"
"NIITLTD","NIIT Limited","7(2)","Sailesh Kumar Lalla","Employees/Designated Employees","Equity Shares","161236","0.11",,"70000","6550500","Buy","Equity Shares","231236","0.16","09-Feb-2021","09-Feb-2021","11-Feb-2021","ESOP","-","-","0","0","0","0","NA","-","11-Feb-2021 16:52","https://archives.nseindia.com/corporate/xbrl/IT_1091087_406148_11022021045227_WEB.xml"
"NIITLTD","NIIT Limited","7(2)","Vinit Jaykumar Thakkar","Employees/Designated Employees","Equity Shares","Nil","0",,"20000","1851000","Buy","Equity Shares","20000","0.01","09-Feb-2021","09-Feb-2021","11-Feb-2021","ESOP","-","-","0","0","0","0","NA","-","11-Feb-2021 16:52","https://archives.nseindia.com/corporate/xbrl/IT_1091087_406148_11022021045227_WEB.xml"
"EMAMIREAL","Emami Realty Limited","7(2)","SNEHA GARDENS PRIVATE LIMITED","Promoters","Equity Shares","Nil","0",,"6876390","529482030","Buy","Equity Shares","6876390","24.61","08-Feb-2021","08-Feb-2021","09-Feb-2021","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","11-Feb-2021 16:44","https://archives.nseindia.com/corporate/xbrl/IT_1091084_406140_11022021044421_WEB.xml"
"EMAMIREAL","Emami Realty Limited","7(2)","SNEHA ENCLAVE PRIVATE LIMITED","Promoters","Equity Shares","Nil","0",,"6396728","492548056","Buy","Equity Shares","6396728","22.9","08-Feb-2021","08-Feb-2021","09-Feb-2021","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","11-Feb-2021 16:44","https://archives.nseindia.com/corporate/xbrl/IT_1091084_406140_11022021044421_WEB.xml"
"AUROPHARMA","Aurobindo Pharma Limited","7(2)","RPR SONS ADVISORS PVT.LTD., P.SUNEELA RANI (Jointly holding)","Promoter Group","Equity Shares","196376250","33.51",,"2300000","2206735000","Pledge","Equity Shares","196376250","33.51","09-Feb-2021","09-Feb-2021","10-Feb-2021","Pledge Creation","-","-","0","0","0","0","NA","-","11-Feb-2021 16:42","https://archives.nseindia.com/corporate/xbrl/IT_1091082_406133_11022021044208_WEB.xml"
"EMAMIPAP","Emami Paper Mills Limited","7(2)","SNEHA GARDENS PRIVATE LIMITED","Promoter Group","Equity Shares","Nil","0",,"14526450","1641488850","Buy","Equity Shares","14526450","24.01","02-Feb-2021","02-Feb-2021","10-Feb-2021","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","11-Feb-2021 16:27","https://archives.nseindia.com/corporate/xbrl/IT_1091080_406117_11022021042711_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","SNEHA GARDENS PRIVATE LIMITED","Promoter Group","Equity Shares","Nil","0",,"105720226","32138948704","Buy","Equity Shares","105720226","23.78","08-Feb-2021","08-Feb-2021","10-Feb-2021","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","11-Feb-2021 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1091078_406105_11022021042355_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","SNEHA ENCLAVE PRIVATE LIMITED","Promoter Group","Equity Shares","Nil","0",,"98667956","29995058624","Buy","Equity Shares","98667956","22.2","08-Feb-2021","08-Feb-2021","10-Feb-2021","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","11-Feb-2021 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1091078_406105_11022021042355_WEB.xml"
"EMAMIPAP","Emami Paper Mills Limited","7(2)","Sneha Enclave Private Limited","Promoter Group","Equity Shares","Nil","0",,"17103710","1932719230","Buy","Equity Shares","17103710","28.27","02-Feb-2021","02-Feb-2021","10-Feb-2021","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","11-Feb-2021 16:18","https://archives.nseindia.com/corporate/xbrl/IT_1091077_406089_11022021041821_WEB.xml"
"FRETAIL","Future Retail Limited","7(2)","Future Corporate Resources Private Limited","Promoters","Equity Shares","65579315","12.09",,"6930000","554469300","Pledge Invoke","Equity Shares","58649315","10.82","09-Feb-2021","09-Feb-2021","10-Feb-2021","Invocation of pledge","-","-","0","0","0","0","NA","-","11-Feb-2021 16:09","https://archives.nseindia.com/corporate/xbrl/IT_1091072_406060_11022021040903_WEB.xml"
"MRO-TEK","MRO-TEK Realty Limited","7(2)","ANIRUDDHA BHANUPRASAD MEHTA","Promoters","Equity Shares","3154794","16.88",,"5627","165997","Buy","Equity Shares","3160421","16.91","10-Feb-2021","10-Feb-2021","10-Feb-2021","Market Purchase","-","-","0","0","0","0","NSE","-","11-Feb-2021 15:59","https://archives.nseindia.com/corporate/xbrl/IT_1091069_406031_11022021035912_WEB.xml"
"DALBHARAT","Dalmia Bharat Limited","7(2)","R.K. Agrawal","Employees/Designated Employees","Equity Shares","10000","0.01",,"2000","2680616","Sell","Equity Shares","8000","0","09-Feb-2021","09-Feb-2021","11-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 15:36","https://archives.nseindia.com/corporate/xbrl/IT_1091066_405981_11022021033606_WEB.xml"
"DALBHARAT","Dalmia Bharat Limited","7(2)","T. Venkatesan","Employees/Designated Employees","Equity Shares","38600","0.02",,"2177","2906469","Sell","Equity Shares","36423","0.02","08-Feb-2021","10-Feb-2021","10-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 15:36","https://archives.nseindia.com/corporate/xbrl/IT_1091066_405981_11022021033606_WEB.xml"
"ADANIENT","Adani Enterprises Limited","7(2)","Gautam S Adani / Rajesh S Adani (on behalf of S.B. Adani Family Trust)","Promoter Group","Equity Shares","621197910","56.48",,"1718284","1118100000","Pledge Revoke","Equity Shares","621197910","56.48","10-Feb-2021","10-Feb-2021","11-Feb-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","11-Feb-2021 15:24","https://archives.nseindia.com/corporate/xbrl/IT_1091064_405963_11022021032425_WEB.xml"
"PDMJEPAPER","Pudumjee Paper Products Limited","7(2)","AMJ Land Holdings Limited","Promoter Group","Equity Shares","6218175","6.55",,"91014","1938607","Buy","Equity Shares","6309189","6.65","08-Feb-2021","08-Feb-2021","10-Feb-2021","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","11-Feb-2021 15:01","https://archives.nseindia.com/corporate/xbrl/IT_1091062_405904_11022021030145_WEB.xml"
"BAJAJ-AUTO","Bajaj Auto Limited","7(2)","Bajaj Auto ESOP Trust","Other","Equity Shares","129834","0.04",,"805","2368833","Sell","Equity Shares","129029","0.04","09-Feb-2021","09-Feb-2021","10-Feb-2021","ESOP","-","-","0","0","0","0","NA","-","11-Feb-2021 14:49","https://archives.nseindia.com/corporate/xbrl/IT_1091060_405883_11022021024957_WEB.xml"
"METROPOLIS","Metropolis Healthcare Limited","7(2)","Mr. Ajit Vetha","Employees/Designated Employees","Equity Shares","34","0",,"5200","3670004","Buy","Equity Shares","5234","0.01","10-Feb-2021","10-Feb-2021","11-Feb-2021","ESOP","-","-","0","0","0","0","NA","-","11-Feb-2021 14:37","https://archives.nseindia.com/corporate/xbrl/IT_1091058_405874_11022021023753_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","RUPINDER SINGH SETHI","Employees/Designated Employees","Equity Shares","103426","0",,"9000","8730138","Sell","Equity Shares","94426","0","09-Feb-2021","09-Feb-2021","09-Feb-2021","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2021 14:37","https://archives.nseindia.com/corporate/xbrl/IT_1091057_405872_11022021023751_WEB.xml"
